mol solvent,mol solute,target Gsolv kcal
O(Cc2ccccc2)Cc1ccccc1,CC(CCc1ccccc1)C=O,-9.00572258
CCOCC,S=C2Sc1ccccc1S2,-11.38075682
O=CN1CCOCC1,CCOC(OC1CCCCC1C(C)(C)C)=O,-8.14843412
Oc1cc(C)ccc1,CCCCC(C)=O,-7.280922900000001
Cc1cc(C)ccc1,OC(CCCCCCCCC=C)=O,-10.1021321
COc1ccccc1,O(CO2)CCC2c1ccccc1,-9.54373501
C=Cc1ccccc1,c(ccc1cc2ccccc2n3)cc31,-11.14232589
COCCO,COCOCC,-3.72660073
CC(Cl)(Cl)Cl,OCCOCCN1CCOCC1,-11.66906458
O1CCCCC1,CCCOC(F)(F)CCF,-5.4651507000000015
C(C=Cc1cc2)c1cc2,CN(C)C=NCc1ccccc1,-10.01755246
CCC(O)(C)C,O=C(c2ccccc2)c1ccccc1,-10.35076292
CCCCCCCCBr,BrC=C,-2.92233448
CCC,CCCCC(=O)N,-5.35331473
COCCOCCO,N#N=C,-2.06755336
COCCOCCOCCOCCOC,O(Cc1cc2)Cc1cc2,-6.56323196
FC(F)C,OC43C2CC(CC51)CC4C1CC(CC52)C3,-9.51950334
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,FCC(F)(C)C(F)(F)F,-2.66902943
Cc1ccccc1N(=O)=O,COC(C(O)(C)C)=O,-5.91139721
N1CCCCC1,Nc1cccc(ccc2)c1c2N,-11.89159852
C(CC1)CCC1C2CCCCC2,NCc1cc(ccc1)N(=O)=O,-7.83188291
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,CC(C)C#N,-3.55115908
CCCC(C)CC,CC(Cl)C(F)C(F)(F)F,-3.38102826
N#Cc1ccccc1,CCCC(C(CC)Cc1ccccc1)=O,-9.87411132
CCBr,CCC(N)(C)C,-4.73951699
CSC,C1OCCO1,-4.48636554
CCCl,CCc(cc1C)c(C)cc1C,-7.89410674
ClCCCl,OCc1cc(CO)ccc1,-10.20688674
CCCC,CNCCCN,-4.74432047
Clc2c1ccccc1ccc2,BrCC#C,-4.10714169
C=CC=C,FC(F)(F)C(F)(F)OC(C)=O,-4.12348676
CC(=C)C#C,CCOC(OCC)OCC,-6.77466272
CCC#N,Nc1occn1,-7.9581353
CC(C)(C)CC(C)=C,FC(Br)C(F)(F)O,-5.46109787
CC=O,CCCCCCCCCCCc1ccccc1,-10.01964034
CCCCCCCCCCC,CC1CCc2c1cccc2,-6.49547404
C1OC1,CC1(C)CC(=CCC1)C(CCC=C)=O,-10.40693714
OC(C)=O,CC(C1C2C3)=CCC1C3C=C2C,-5.7459752
Cc1ncccc1C,FC(F)(F)C(C)(C)C(F)(F)O,-9.95806148
C(c2ccccc2)c1ccccc1,Oc1ccc(cc1)C(=O)NO,-11.34669073
CCCC(C)CC,O=Cc1ccc(C=O)cc1,-7.0973187000000015
S=C=S,C(C1)CC2C=CCC1C2,-6.36397691
CCCCCCCCCCC,CCCCCCCC(C)=C,-6.21321426
Cc1ncccc1C,CCCCCCn1ccnc1,-9.92454751
CI,CCC(O)C(F)(F)F,-4.31534817
CC(C)N(=O)=O,CC(C)(C)OC(=O)N,-7.268419099999999
Brc1ccccc1,CN(C)CC(N)C,-5.5153684
OCCN,OCCN,-7.95650904
CCCCCCCCCCCC,Cc2nc1c(cccc1O)cc2,-8.07908611
Cc1cc(C)ccc1,ClC(Cl)(Cl)Br,-4.95722924
CNC=O,Oc1cc(N)ccc1,-12.73866417
ClCC(C)C,Cc(ccc1O)cc1C,-7.77161954
CN(C)C(C)=O,CCOCC(O)=O,-10.27251594
ClB(Cl)Cl,CCC(C)C(F)(F)C,-4.382498
C#N,Fc1cc(ccc1)NC(=O)N,-15.19913509
CNC=O,CC(OCC2CCC(C1C3)C2C3CC1)=O,-8.47492184
OCCCCC,NC1CONC1=O,-10.07705835
CCCCc1ccccc1,FC(F)(Cl)C(F)(Cl)Cl,-3.38751307
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(CCCCC(O)=O)=O,-5.62268035
CCCCl,CCCOC(CF)C(F)(F)F,-4.94269585
OCCOCCOCCCC,ON=Cc1ccccc1,-9.98127761
COCOC,CNc1ccncc1,-9.78817031
CCOC(=O)c1ccccc1,FCCC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-3.70105788
CCCCc1ccccc1,CCC(O)C(C)=O,-5.53965256
O1CCCCC1,C#CCN=CN(C)C,-7.08507431
OCCCCCCCCCCCC,OCc(cc1C(C)(C)C)cc(C(C)(C)C)c1O,-12.61993681
COC(CC#N)=O,OCCCC(F)(F)F,-5.88777225
CCOc1ccccc1,Cc2oc1ccccc1n2,-7.61617589
OCCCCCO,CC(CCOC(CC)=O)CCC=C(C)C,-8.11221652
ClC(Cl)Cl,CC(C)CCc1nc(C)cnc1C,-11.08331608
Brc1ccccc1,CN(C)C=Nc1ccc(cc1)N(=O)=O,-14.19874588
ClCCCl,FC(C)S,-4.34092465
OCCO,CC(C)(C)CC(C)(C)S,-4.38505918
CCI,ClC(Cl)C=O,-4.63370186
CCC(C)c1ccccc1,O(Cc1cc2)Cc1cc2,-6.43606671
OCC(O)C,CC2(C)CCC3C1(COC32C)CC=C(C)CC1,-8.69094523
CCOC(=O)c1ccccc1,FC(O)C(F)(F)Cl,-5.70191504
CCCCCCCCCCCCCCC,N#CC(c(c1F)c(F)c(F)cc1F)c(c(F)c2F)c(F)c(F)c2F,-9.14360372
CCCCCCCCCCCCCCC=C,CCc1cc(ccn1)C(N)=S,-9.13972805
OCCCl,Cc1n[nH]c(=O)[nH]c1=O,-13.124680800000002
CC(Cl)(Cl)Cl,O=C(n2ccnc2)n1ccnc1,-11.44346927
CCOP(OCC)(OCC)=O,CC(C)C(F)(C(F)(F)F)C(F)(F)F,-2.71449092
CC(C)C,FC(Cl)CC(F)(F)Cl,-4.15651739
NCC,Nc(ccc21)cc1C(=O)NC2=O,-20.25572624
NCCCN,FCC(C)(C)OC(F)(F)C(F)(F)F,-3.12344209
C=CC=C,CC(C)CCON=O,-5.10399236
Cc1ncccc1C,Cc1ccc(cc1)N=C=S,-8.14158874
OCCCCCCC,CC(OC(Cl)=O)=C,-4.3239941
CC(OCc1ccccc1)=O,FC(F)(F)C(F)(F)C(C(F)(F)F)=O,-1.02148861
C1CCCC1,O=C2Nc1ccccc1O2,-7.58568185
OCCCCCC,CN(C)C=NC1CC1,-6.44788259
ClC(Cl)(Cl)Cl,Cc1ccc(cc1)S(=O)(=O)NS(c(cc2)ccc2C)(=O)=O,-18.63926692
OCCCCCCCCCC,NNC(=O)C(=O)N,-8.10575813
CCC(C)Cl,OC(C)CCC(C)C,-6.24289452
ClC(Cl)C(Cl)Cl,N#Cc2c1ccccc1ccc2,-11.18797913
OCCC(O)C,COc(cn1)sc1C,-7.26376153
CC(C)c1ccccc1,CC(C)CC1CCCCC1,-6.29130122
CCOC(OCC)=O,CCCCCCC#C,-5.1762242999999994
OCC1CCCO1,c(ccc1c2ccccc2s3)cc31,-10.33108627
O1CCCC1,CCC(S)C(C)=O,-6.59386097
CN1CCCC1,COC(F)(F)C(F)(C)C(F)(F)F,-4.30871682
CCCC=O,OCCCCCCCCCCCCCCCCCCC,-15.075016399999999
OCCS,FC(F)(F)c1cc(C#N)ccc1,-7.32782697
C(CC2)CCC2c1ccccc1,CC(CCC=C(C)C)C=O,-6.65793703
CN(=O)=O,CNC=O,-7.59862495
OCCCCCC,CC1CCC(C2(C)C)C1(CC3)CC2C3(O)C,-11.28080903
O=C1CCCCC1,FCCC(F)(F)C(F)(F)F,-3.56214007
OCCCC,CCc1ccccc1Cl,-6.16532307
CN(C)C=O,CCCC(C)C(C)C,-3.34226789
OC(C)(C)C,O=C(n2ccnc2)n1ccnc1,-12.11761176
CCCCCCC,CC(C)CCC(C)C,-4.8299038
CN1CCCC1,CC2CC1=C(CCCC1(C)C)CC2(C)C(C)=O,-11.18303284
CCCCCCC=C,CC1=NC2=C(O1)N=C(N)NC2=O,-12.01160898
Cc1ccccc1N(=O)=O,CCN(C)N=O,-6.75115587
CCCCC#N,S=C1NCCCCC1,-10.84780173
CC(C)(C)Cl,OCCCC(C)CCCC,-7.80270903
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,COc1nccnc1C(C)C,-6.87198296
CC=O,CCOC(C1(CC3C2)CC(C3)CC2C1)=O,-8.43373858
CC(C)CC(C)(C)C,FC(F)(F)CC=O,-2.62252244
CN1CCCCC1=O,OS(c1ccccc1)(=O)=O,-16.93222727
C(c2ccccc2)c1ccccc1,CN(C)C(N(C)C)=Nc1ccccc1,-10.43221482
OCCc1ccccc1,Cc1ccc(cc1)S(=O)(=O)NS(C(F)(F)F)(=O)=O,-14.27189127
CCN1CCCC1=O,CC(=O)c(cc1)ccc1N,-13.71950145
CCNC(C)=O,CSC(C)(C)C,-4.54301196
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,c(cc2)ccc2N(c3ccccc3)c1ccccc1,-11.79362434
FCCCCCCCC,OC(C)C(F)(F)C(F)(F)F,-4.30446099
C#N,CNCC(O)C(O)C(O)C(O)CO,-21.77400778
ClCCCl,CCC(F)CC(F)(F)F,-4.24667567
CCOC(=O)c1ccccc1,BrB(Br)Br,-5.05660186
CC(C)c1ccccc1,CC(OC2CC3C1C=CCC1C2C3)=O,-9.43051708
OCCC,CC(C)(C)CCC(C)(C)C,-4.82568351
Brc1ccccc1,CCCCCN1CCCC1=O,-9.94735824
CCCCCC#N,NCCN1CCNCC1,-8.01942093
FC(F)C,Cc(oc1C)cc1S,-6.33652341
FC(F)C(F)C(F)(F)F,CN(C)C=CN(=O)=O,-12.95771354
Fc1c(F)c(F)c(F)c(F)c1F,O=c1[nH]c([nH]cc1)=O,-9.31198233
OCCC(O)C,FC(F)(F)OC(C)C(C)(C)C,-2.9043521
CCCCCCCl,CC(=O)c1ccc(O)cc1O,-9.97611615
NCCN,CCOC(=O)C(C)=CC,-4.33551174
CCCCCCCCCCCCCCC,Cc1[nH]c(C)c(C)c1C,-6.10068093
C1OC1,OC(=O)CN(C)C(=N)N,-18.09351905
CN1CCCC1=O,CCCCCCCCCCCCCC(=O)N1CCOCC1,-15.10962537
OCCCCCCCC,FCOC(F)(F)C(F)(F)CF,-3.54119322
CCN(CC)C(C)=O,Cc1ccccc1N(=O)=O,-8.40416679
NCCN,CCc1ccc(Cl)cc1,-4.79697761
ClC(Cl)C(Cl)Cl,OC1(CCCCC1)C#C,-6.984725900000001
CCCCOCCCC,Cc1c(cccc1N(=O)=O)N(=O)=O,-9.51886705
OCC(O)C,CC(C)Nc(n1)nc(NC(C)C)nc1Cl,-13.2001954
COCCOC,CCCCN(C)C,-4.23473685
CCOC(C)(C)C,FCCCNC,-4.47415212
OC(C)C,O=N(Cc1ccccc1)=O,-8.06137087
CS(C)=O,N#CCc(cc1)ccc1C,-9.47708156
Oc1cc(C)ccc1,Cn2c1ccccc1nn2,-12.40849076
CS(C)=O,OC1=CC=CC=CC1=O,-8.01961914
CC(Cl)Cl,CCC=CCCOC(C)=O,-7.59950021
OCCN,NCCc(ccc1O)cc1O,-17.66334785
CC1CCCCC1,N,-0.84991066
N#CCCCC#N,CC(C)Oc1ccc(cc1)C(=O)NS(c(cc2)ccc2N)(=O)=O,-25.53647701
CCCCOC(C)=O,Cc1c(cccc1N(=O)=O)N(=O)=O,-10.707929199999999
CC(=O)c1ccccc1,CC=C1CCCC1,-4.13561258
CCCCCCC,C(CCC1CCCc2ccccc2)O1,-9.68728343
CCN(=O)=O,CCP(CC)CC,-4.89233179
CCCOCC(O)C,CCc(ccc1C)c(C)c1C,-7.24804238
SC,COCCC(F)F,-4.59035087
Brc1ccccc1,CN1C(=O)NC2=C1NC(=O)NC2=O,-15.22012384
CCCCOCCCC,CCC(C(F)(F)F)=N,-3.28934401
OCCCCC,FCF,-1.14184639
Oc1cc(C)ccc1,N#CC2(CCCCC2)N1CCCCC1,-12.21937009
ClC1CCCCC1,NN=C1NNC(=NN)C2=CC=CC=C12,-13.78623718
CCCCCCCC=C,CCCCC(C(CCC)Sc1ccoc1C)=O,-10.73976562
CCOC(C)(C)C,CC3(C2)CC(C)(CC1(C)C3)CC2(C)C1,-7.89677338
N#CCCOCCC#N,CC(C)C(OCC1(OC(OC2COC(C)=O)C(C(C2OC(C(C)C)=O)OC(C(C)C)=O)OC(C(C)C)=O)OC(COC(C)=O)C(C1OC(C(C)C)=O)OC(C(C)C)=O)=O,-22.40473735
NC(C)C,FC(F)CC(F)(F)C(F)(F)F,-3.33550171
Oc1cc(C)ccc1,Oc1cc(ccc1)NC(C)=O,-14.96106752
Cc1ccccc1N(=O)=O,FC(F)(F)C(C)C(F)(F)Cl,-3.5507293
ClC(Cl)Cl,ONc(cc1)ccc1C,-8.30982237
Oc1cc(C)ccc1,COc(cnc1)nc1C,-9.39291508
CCCCCl,CCC1CCC(CC)CC1,-6.33666343
CCCCCC(C)=O,C=CC1CC=CCC1,-5.15581468
Cc1ncccc1C,O=Nc1ccccc1,-6.936224799999999
CC(C)C(C)C,COC(C(C)Cl)=O,-4.39558082
CC#N,O=S(c2ccccc2)(=O)C=Cc1ccccc1,-16.01867455
COP(OC)(OC)=O,CC(OCCCC=C)=O,-6.05150412
CCC(C)c1ccccc1,CB(C)Cl,-2.80528393
CCN1CCCC1=O,CN(C)S(c1ccccc1)=O,-9.82471824
CCC(C)=O,S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1,-17.81367503
CC(C)(C)Cl,Oc2c1ncccc1c(cc2)N(=O)=O,-11.82939905
CNC=O,CCCCCCCC(C)=O,-6.5392160000000015
OC(C)C(O)C,FC(F)(F)C(Cl)(C(F)(F)F)C(F)(Cl)Cl,-2.66458099
Cc2c1ccccc1ccc2,COc(ccc1N)cc1C,-8.42887861
CC(C)CC(C)=O,n1ccccc1,-5.52797964
ClC(Cl)C(O)=O,CC(=O)c1cc(C)sc1C,-12.166912199999999
N#CCCOCCC#N,CN(C)CC(F)(F)F,-2.77792217
CN1CCCC1,Cc1n[nH]c(C)c1Cl,-10.48454509
COCOC,CC(C)N(C)C(C)C,-4.8225815999999995
OC(C)=O,CC1(C)COP(OC1)(C(Cl)(Cl)Cl)=O,-13.47610649
CC(Cl)(Cl)Cl,CCC1(C)CCCCC1,-5.80434112
CNc1ccccc1,Clc1ccc(cc1)c(cc2)ccc2Cl,-11.08760374
ClC(Cl)C(O)=O,N#Cc1cc(C=O)ccc1,-12.18721423
CCCCCCCCN(CCCCCCCC)CCCCCCCC,O=C(NC1=O)NC(=O)C1=O,-6.68613855
CC(C)CC(C)=O,COc1ccc(Cl)nn1,-8.81220394
CCC(C)=C,COCC(F)(F)C(F)(F)C(F)F,-4.51518278
FC(F)C,OC(C)COCC(O)C,-8.51792714
CCN(=O)=O,O=C1CCCCCC=CCCCCCCCCO1,-11.88610837
OCCN,CC(CN(CC(C)(N(=O)=O)N(=O)=O)N=O)(N(=O)=O)N(=O)=O,-14.35327007
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,O=C(Oc2ccccc2)c1ccccc1,-10.44389644
Brc1ccccc1,FCC(=O)NC,-5.55886064
Cc1ccc(C)cc1,Oc1ccccc1C(=O)NN,-9.80931501
ICI,COC(=O)N(C)C,-6.40004308
OCCOCC,CC(=O)c(ccc1)cc1Cl,-8.29865084
O1CCCCC1,COP(F)(CC)=O,-5.903415799999999
COCCO,FC(C1(F)F)C(F)(C)C(F)(F)C1(F)F,-4.59120571
CC(C)(C)c1ccccc1,CC(Cc1cc2)=Cc1cc2,-7.18765561
NCCC,CC(C)C2CC3C(C1OCCO1)CC2C=C3C,-10.41491175
OCCCCCCC,CC1CCC2C1(CC3C2(C)C)CC(=C3C)C(C)=O,-11.3362998
OCCCCCCCCCCCC,OC(C)(C)CCCC(C)C=C,-8.46644259
CCC#N,OCCS,-6.72088767
CNc1ccccc1,C=Cc1cccnc1,-7.40994219
CC(CC(C)=O)=O,Cc1ccc(cc1)c(cc2)ccc2C,-9.29095864
O,CC(C)CCOC(CC)=O,-2.24525175
CC1CCCC1,FC(F)(F)N,-1.76025932
Cc1ccccn1,FC(F)OC(Cl)(C(F)(F)F)C(F)(F)F,-3.14144744
CN(C)P(=O)(N(C)C)N(C)C,Oc2c1cccnc1ccc2,-14.98430681
CCCCC(C)=O,CC(CC#N)CCC=C(C)C,-8.53667294
CCCCCC#N,OCC(C)C(F)(F)F,-5.91679427
CCC1OC1,O=C1NCCCCCC1,-9.34691022
Clc2c1ccccc1ccc2,Oc2c1nccnc1ncn2,-10.92778221
FC(F)(F)C(F)(F)C(F)(F)F,CCc1ccccc1N(=O)=O,-5.55349235
COCCOCCOCCOCCOC,Nc1ccccc1N,-9.48056854
O1CCCCC1,CC(Cl)N(=O)=O,-5.56351284
CCCCC(CO)CC,FC(F)N(C(F)F)C(F)F,-2.11097728
CC(Cl)Cl,CCOC(CC(F)(F)F)C(F)(F)F,-4.33272956
Fc1ccccc1,OC(=O)c(ccc1N)cc1N,-11.42502718
CCCl,Fc1ccc(cc1)NC(=O)N(C)N=O,-11.59752995
CCC(C)c1ccccc1,FC(F)(F)C(C)C(F)(F)C(F)(F)F,-2.89739348
OCCC#N,FC(F)(C)Br,-2.59762615
OC(C)C,CCOS(OCC)=O,-6.41395408
CCCCCCCCBr,Sc1sccc1,-6.14992173
CCC,ClCC(O)C=C,-4.65791439
C=CC=C,CC(CCC1C2(O)C)CC1C(C(C)C)CC2,-11.34861278
C(CC2)CCC2c1ccccc1,CNCC(C)NC,-5.10121762
CCCCCCCCCCCCCCCC,OC1=CC=C(C=C1)C1=CC=C2C(C=CC(O)=C2Cl)=C1,-14.09150608
CCC(O)CC,OC1=NSC2=C1C=CC(Cl)=C2,-12.34611081
CCC(C)c1ccccc1,CC1(C)OC1CCC(O)(C)C=C,-8.46813026
OCc1ccccc1,CNCC#N,-6.7368475000000005
Clc1ccccc1,Clc(ccc1O)cc1N,-9.31414746
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,FC(F)C(F)(F)C(Cl)Cl,-2.94293725
OCCOCCOCCOCCO,CCCC(O)C(C)C,-5.83578882
OCCCCCCCC,BrCC(C)C(F)(F)F,-4.22670282
OCc1occc1,CCOC(CC1(C)OC(C)CO1)=O,-9.27052304
N1CCCCC1,COc1cc(CC(O)=O)ccc1,-14.15056622
N#CCc1ccccc1,FCC(C)CC(C)C,-4.43816886
COC(C)=O,FC(F)(F)CC(F)(C(F)(F)F)C(F)(F)F,-3.28488199
CCCCC(C)=O,Fc(nc1F)nc(F)c1F,-4.45768523
CCCCOC(C)=O,CSC(=S)N(C)C,-8.50748918
CCNC=O,NCCCCCC,-5.99739222
CCOC(=O)c1ccccc1C(OCC)=O,CCCCCCC(O)CCCCCCCCCCC(OC(C)C)=O,-16.91145782
CC(CC1)CS1(=O)=O,FC(F)(Cl)C(F)(Cl)Cl,-1.94912717
O=N(c1ccccc1)=O,CCC(C#N)c1ccccc1,-9.20347401
CCOC(C)=O,NCCN1CCOCC1,-7.71985135
Fc1c(F)c(F)c(F)c(F)c1F,COC(CCC(C)C(OC)=O)=O,-7.25569033
CN1CCCC1=O,CCCCCCCCCCCCCCCCC(OCC)=O,-12.5183934
O,OC2(C)CCC3C2C(C1CCC3=C)C1(C)C,-6.38895331
ClC(Cl)=C(Cl)Cl,ClC(Cl)(Cl)c(ccc1)nc1Cl,-9.45344083
CCCCOC(=O)c1ccccc1C(OCCCC)=O,CCNc1nc(SC)nc(NC(C)(C)C)n1,-13.55118809
CCOP(OCC)(OCC)=O,CCCCCCC(OCC=C)=O,-7.66333087
CCC(C)=O,CC(OC(OC(C)=O)c1occc1)=O,-10.34760548
CCOc1ccccc1,CC(CCC31C2(C)C)C1CC2CC=C3C,-8.54813134
CCOCCOCCOCC,CCOC(C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1N(=O)=O)=O,-19.3460552
COCCOCCOC,FC(F)(F)S(=O)(=O)NC(c(cc1)ccc1N(=O)=O)=O,-17.03560113
CCCCCCCCCCCCCCC,Cc1occc1,-3.41580094
CN1CCCC1=O,FC(F)(F)C(F)=O,-1.00860118
O=C1CCCCC1,FCOC(F)(C)C(F)(F)F,-4.20817939
CCCCCl,FC(F)(F)SC(F)(F)F,-1.70001942
OCCCCCCCC,Clc(ccc32)cc2Oc1cc(Cl)ccc1O3,-10.89763036
CCC#N,NCCC(F)CC,-5.76878334
CCCCCCCCCC,FC(F)(F)S(O)(=O)=O,-3.71203729
OCCCO,CN(C)P(N(C)C)N(C)C,-4.13726035
CC(C)CCC(C)(C)C,CCC1CC1,-2.82835552
COc1ccccc1,ClC(Cl)CC(F)(F)F,-4.56278833
COC(CC#N)=O,ClC1=CC=CC(=C1)C(N1C=CN=C1)C1=CC=C2N=CNC2=C1,-22.00871256
CCOC(C)=O,CCCCCc(cc1O)cc(O)c1,-16.00792988
OCCCCCCCCC,FCC(OC)C(F)C,-3.97805564
ClC(Cl)C(Cl)Cl,CCCCCCCCCCCCCCC(=O)N(C)C,-16.37151023
OCC(O)C,CCCCCCOC=O,-5.41511955
Cc1nc(C)ccc1,CC(OC=CC1=O)=C1O,-7.41868087
OCC(O)C,Fc1nc(F)nc(F)n1,-4.00910012
OC(C)=O,Cc(nc1C)oc1C,-7.67023849
S=C=S,CCC(F)C(Cl)CC,-5.56855412
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(C)C(O)(C)C(F)(F)F,-3.79765702
CN(C)C=O,N#CC1CC=C(CC1)CCC=C(C)C,-10.64327424
NCCN,CC2=CC(=O)N(c1ccccc1)N2C,-11.12726566
CC(CC1)CS1(=O)=O,CCOCc(ccc1O)cc1OC,-10.079794300000001
CS(C)=O,CC(C)CC(CC)=O,-4.72876316
ClCCl,CC(C)N=C(N(C(C)C)C(C)C)N(C(C)C)C(C)C,-10.70468114
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,c(ccc1c3ccc(cccc2cc4)c2c3c4c5)cc51,-13.30774483
CCBr,COC(OC)C(C)C,-4.96453229
OCCOCCOCCO,CCNCCNCC,-6.42226294
CCCCCCCl,CC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2,-17.90135195
CC(C)=C,CN(C)CC=N,-5.17628518
CCCC(C)C,ClC=N,-2.33289068
CCC1OC1,FCC(F)(C)C(F)(F)F,-3.71716585
CCCCCCCCC,C3C4CN(CC3CN(C4)Cc2ccccc2)Cc1ccccc1,-14.59489789
CC(Br)Br,CCC(C)(C)c(cc1)ccc1O,-9.28794427
FCCCCCCCC,FC(F)C(F)(C(F)(F)F)C(OC)=O,-4.00646959
C(CC2)CCC2c1ccccc1,OCC1OC(OC(C(CO)OC2O)C(O)C2O)C(O)C(O)C1O,-19.18328524
N#Cc1ccccc1,O=CCCc(cc1)ccc1C,-9.30405561
CCCCCCC,c(cc2)ccc2N=Nc1ccccc1,-9.81633844
CCN1CCCC1=O,Clc1cc(Cl)c(cc1Cl)c(cc2Cl)c(Cl)cc2Cl,-14.17993832
CCNCC,CC(=O)NCc1ccccc1,-11.75227385
FC(F)C(F)C(F)(F)F,CC(C)CCc(ccc1OC2)cc1OCC2=O,-11.04604423
CCCCCCCC=C,N#CCc(cc1)ccc1C,-8.00842352
CCCCCCCCC=C,Oc1ccccc1C(=O)NO,-8.52939354
CCCCCCCC,CCCN(CCC)c1c(N(=O)=O)cc(cc1N(=O)=O)S(C)(=O)=O,-15.150865900000001
CC(Cl)Cl,Clc(ccc1O)cc1C=O,-8.64863906
NCCCC,FC(C)(Cl)C(C)=O,-4.55631597
CC(C)=O,ClCOC(F)(C)C,-5.36192876
CC1OC(OC1)=O,OCC=C(C)C#C,-7.01095113
COc1ccccc1,COCCOCCOCCOC,-9.27945593
CN(C)P(=O)(N(C)C)N(C)C,S=C1SCCS1,-10.82753205
OCCS,Cc2cc1ccccc1cn2,-9.46339795
CCCCc1ccccc1,FCC(F)C(F)(F)C(F)(F)C(F)(F)F,-3.02494276
OCCCCCC,CC(C)C2C1C(C)=CC(C2)CC1C(C)=O,-9.54474761
OC(C)=O,FCCC(F)N,-6.45133501
OCCCC,COc1ccc(CC)cc1,-6.72650799
ClC(Cl)C(Cl)Cl,S1CCSCC1,-7.69770442
CCC(O)CC,CC2(CCC=C(C)C)C1(C)C(CC32)C1C3,-8.30488279
CCCCN(CCCC)CCCC,CC(C)C1CCCCC1,-5.5587384
CCOc1ccccc1,Cc2ccc(cc2)NC(C)=Nc1ccccc1,-14.35295371
Cc1ccccc1N(=O)=O,O=N(=O)c3cc(ccc3)N=C(c1ccccc1)Nc2ccccc2,-19.44083385
O=C1CCCO1,CC(C)=Cc1ccccc1,-6.45913044
CNC=O,CCOS(Cl)(=O)=O,-6.64352778
CC(C)OC(C)C,OCCSCCO,-9.28016528
O=S1(CCCC1)=O,Cc2ccc(cc2)NC(C)=Nc1ccccc1,-14.31691344
OCC(O)CC,OC(=O)Cc1ccccc1,-10.965216900000001
CC(OCc1ccccc1)=O,C(CC3C1C2CC3)C1CC2,-5.50893354
CCCCN(CCCC)C=O,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,-12.61221007
CC(C)=C,OCC(O)C=O,-5.88111179
CCCCCCCCCCCCCCC=C,N1N=C(C2=NC3=CC=CC=C3N2)C2=C1C=CC=C2,-13.86321061
COc1ccccc1,BrC=C,-3.1733231
Cc1ncccc1C,CCC(SC1C)N=C1C,-7.89086527
n1ccccc1,NCC(C)C,-4.17002017
O(c2ccccc2)c1ccccc1,COC(C(F)(F)F)(C(F)(F)F)C(F)C(F)(F)F,-3.63501966
CCC#N,CCc1ccccc1N(=O)=O,-8.60645776
COCOC,CN(c1ccccc1)C=O,-9.35475135
CCCCCCCCCCCCCCCC,Cc1cc(C)[nH]n1,-5.23667803
CCC(C)C,CCSSC(C)(C)C,-6.37682166
CCCCCCCCCCCCC,CCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,-3.35160837
Cc1ncccc1C,FC(O)C,-7.21016393
Brc2c1ccccc1ccc2,NC(=S)Nc1ccccc1,-11.27907323
OCCCCCC,CCC(F)C(F)(F)C(F)(F)O,-9.16656094
CCCCCCCl,CC=C2CC1C=CC2C1,-5.72154342
OC(C)C,NCCCN(C)C,-7.72520545
CC(C)(C)Cl,COC(C(C)C)=O,-4.75481245
ClCC(C)C,CCCCSCC,-6.16883838
OC1CCCCC1,CCC(C)SC(C)CC,-6.01332931
OCCCCCCCCC,FC(F)(F)C(F)(F)C(F)(F)Cl,-1.27413782
c1ccccc1,C1CC=CCC1,-4.29534128
OCCOCCOCCCC,Nc(ccc1N)cc1N,-10.51613612
CCCCc1ccccc1,BrCC(=O)N,-6.02906377
ClCBr,C(CC2)CCC2SSC1CCCCC1,-11.99613847
O=C1CCCC1,OCC(C)(CO)N(=O)=O,-11.58333857
OCCCCCC,C(CCC1C4CC3C2CCCCN2C4)CN1C3,-10.52311612
Clc1ccccc1Cl,CCCC(Cl)CCl,-5.93785325
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc2nn(c1ccccc1)c(C)c2N=O,-8.2031581
CCCCCCC,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C,-3.04346093
NCCCC,OC(=O)CNC(c1ccccc1)=O,-19.23791074
Cc1cc(C)ccc1,OCC(C)(CO)CO,-7.37365358
OCCC,CCN1CCCC1C,-5.91697672
CCCCCCCC,OC(C)(C)C2CC1C(CCC1C)=C(C)CC2,-10.28720651
